"","rule","precision","recall"
"3885","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3886","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_68}>",0.125,0.007225806
"3887","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_66}>",0.125,0.015757576
"3888","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3889","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3890","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.125,0.007225806
"3891","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3892","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3893","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3894","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3895","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3896","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3897","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_20},{saml.status.DS_7_66}>",0.125,0.015757576
"3898","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3899","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3900","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3901","<{saml.status.DS_7_69,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3902","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3903","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3904","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3905","<{saml.status.DS_3_46,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3906","<{saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3907","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_21}>",0.125,0.009150657
"3908","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3909","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.125,0.009150657
"3910","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3911","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3912","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3913","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_21}>",0.125,0.009150657
"3914","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3915","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.125,0.009150657
"3916","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3917","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46},{saml.status.DS_7_21}>",0.125,0.009150657
"3918","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3919","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.125,0.009150657
"3920","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3921","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46},{saml.status.DS_7_21}>",0.125,0.009150657
"3922","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3923","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.125,0.009150657
"3924","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3925","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8},{saml.status.DS_7_66}>",0.125,0.015757576
"3926","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81},{saml.status.DS_7_68}>",0.125,0.007225806
"3927","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81},{saml.status.DS_7_66}>",0.125,0.015757576
"3928","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3929","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3930","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.125,0.007225806
"3931","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3932","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3933","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3934","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_68}>",0.125,0.007225806
"3935","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_66}>",0.125,0.015757576
"3936","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3937","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3938","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.125,0.007225806
"3939","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3940","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3941","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3942","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_68}>",0.125,0.007225806
"3943","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_66}>",0.125,0.015757576
"3944","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3945","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3946","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.125,0.007225806
"3947","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3948","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3949","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3950","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_68}>",0.125,0.007225806
"3951","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_66}>",0.125,0.015757576
"3952","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3953","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3954","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.125,0.007225806
"3955","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3956","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.125,0.007225806
"3957","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3958","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3959","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3960","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3961","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_20},{saml.status.DS_7_66}>",0.125,0.015757576
"3962","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3963","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.125,0.015757576
"3964","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3965","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3966","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3967","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3968","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_66}>",0.125,0.015757576
"3969","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3970","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.125,0.009150657
"3971","<{saml.status.DS_3_44,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.12499999,0.014918114
"3972","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.12499999,0.014918114
"3973","<{saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.12421732,0.31244207
"3974","<{saml.status.DS_7_69,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.1239319,0.31244207
"3975","<{saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.12333333,0.07857142
"3976","<{saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.12333333,0.01108396
"3977","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.12333333,0.07857142
"3978","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.12333333,0.01108396
"3979","<{saml.status.DS_7_69,saml.status.DS_7_20},{saml.status.DS_7_66}>",0.12257897,0.41087346
"3980","<{saml.status.DS_7_69},{saml.status.DS_7_66}>",0.12119047,0.41087346
"3981","<{saml.status.DS_7_20},{saml.status.DS_7_66}>",0.12112695,0.41087346
"3982","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.12,0.23333333
"3983","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.12,0.23333333
"3984","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.12,0.23333333
"3985","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.12,0.23333333
"3986","<{saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.12,0.23333333
"3987","<{saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.12,0.23333333
"3988","<{saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.12,0.23333333
"3989","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.12,0.23333333
"3990","<{saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"3991","<{saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"3992","<{saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"3993","<{saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"3994","<{saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"3995","<{saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"3996","<{saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"3997","<{saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"3998","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"3999","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4000","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4001","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4002","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4003","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4004","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4005","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4006","<{saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4007","<{saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4008","<{saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4009","<{saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4010","<{saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4011","<{saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4012","<{saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4013","<{saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4014","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4015","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4016","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4017","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4018","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4019","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4020","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4021","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4022","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4023","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4024","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4025","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4026","<{saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4027","<{saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4028","<{saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4029","<{saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4030","<{saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4031","<{saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4032","<{saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4033","<{saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4034","<{saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4035","<{saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4036","<{saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4037","<{saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4038","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.11666667,0.011451613
"4039","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.11666667,0.011378205
"4040","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4041","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4042","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4043","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4044","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4045","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4046","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4047","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4048","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4049","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4050","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4051","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4052","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.11666667,0.011451613
"4053","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_20}>",0.11666667,0.011378205
